"week","Loser","Winner","Wk","Date","Day","pts_w","pts_l","w_rank_coaches","w_rank_ap","l_rank_coaches","l_rank_ap","coach","ap"
2018-09-04,"morgan state","akron","3",2018-09-08,"Sat","41","7",NA,NA,NA,NA,NA,NA
2018-09-04,"nebraska","colorado","3",2018-09-08,"Sat","33","28",NA,NA,NA,NA,NA,NA
2018-09-04,"nevada","vanderbilt","3",2018-09-08,"Sat","41","10",NA,NA,NA,NA,NA,NA
2018-09-04,"new mexico","wisconsin","3",2018-09-08,"Sat","45","14",6,5,NA,NA,1,1
2018-09-04,"new mexico state","utah state","3",2018-09-08,"Sat","60","13",NA,NA,NA,NA,NA,NA
2018-09-04,"nicholls state","tulane","3",2018-09-08,"Sat","42","17",NA,NA,NA,NA,NA,NA
2018-09-04,"north carolina","east carolina","3",2018-09-08,"Sat","41","19",NA,NA,NA,NA,NA,NA
2018-09-04,"north dakota","washington","3",2018-09-08,"Sat","45","3",11,9,NA,NA,1,1
2018-09-04,"northern illinois","utah","3",2018-09-08,"Sat","17","6",NA,NA,NA,NA,NA,NA
2018-09-04,"northwestern","duke","3",2018-09-08,"Sat","21","7",NA,NA,NA,NA,NA,NA
2018-09-04,"old dominion","florida international","3",2018-09-08,"Sat","28","20",NA,NA,NA,NA,NA,NA
2018-09-04,"pittsburgh","penn state","3",2018-09-08,"Sat","51","6",10,13,NA,NA,1,1
2018-09-04,"portland state","oregon","3",2018-09-08,"Sat","62","14",NA,23,NA,NA,NA,1
2018-09-04,"purdue","eastern michigan","3",2018-09-08,"Sat","20","19",NA,NA,NA,NA,NA,NA
2018-09-04,"rice","hawaii","3",2018-09-08,"Sat","43","29",NA,NA,NA,NA,NA,NA
2018-09-04,"rutgers","ohio state","3",2018-09-08,"Sat","52","3",4,4,NA,NA,1,1
2018-09-04,"sacramento state","san diego state","3",2018-09-08,"Sat","28","14",NA,NA,NA,NA,NA,NA
2018-09-04,"samford","florida state","3",2018-09-08,"Sat","36","26",NA,NA,NA,NA,NA,NA
2018-09-04,"san jose state","washington state","3",2018-09-08,"Sat","31","0",NA,NA,NA,NA,NA,NA
2018-09-04,"savannah state","miami (fl)","3",2018-09-08,"Sat","77","0",21,22,NA,NA,1,1
2018-09-04,"south alabama","oklahoma state","3",2018-09-08,"Sat","55","13",23,NA,NA,NA,1,NA
2018-09-04,"south carolina","georgia","3",2018-09-08,"Sat","41","17",3,3,24,24,1,1
2018-09-04,"south carolina state","central florida","3",2018-09-08,"Sat","38","0",20,19,NA,NA,1,1
2018-09-04,"southeastern louisiana","louisiana state","3",2018-09-08,"Sat","31","0",15,11,NA,NA,1,1
2018-09-04,"southern","louisiana tech","3",2018-09-08,"Sat","54","17",NA,NA,NA,NA,NA,NA
2018-09-04,"southern california","stanford","3",2018-09-08,"Sat","17","3",9,10,12,17,1,1
2018-09-04,"southern illinois","mississippi","3",2018-09-08,"Sat","76","41",NA,NA,NA,NA,NA,NA
2018-09-04,"southern methodist","texas christian","3",2018-09-07,"Fri","42","12",16,16,NA,NA,1,1
2018-09-04,"southern mississippi","louisiana-monroe","3",2018-09-08,"Sat","21","20",NA,NA,NA,NA,NA,NA
2018-09-04,"southern utah","oregon state","3",2018-09-08,"Sat","48","25",NA,NA,NA,NA,NA,NA
2018-09-04,"temple","buffalo","3",2018-09-08,"Sat","36","29",NA,NA,NA,NA,NA,NA
2018-09-04,"tennessee-martin","middle tennessee state","3",2018-09-08,"Sat","61","37",NA,NA,NA,NA,NA,NA
2018-09-04,"texas a&m","clemson","3",2018-09-08,"Sat","28","26",2,2,NA,NA,1,1
2018-09-04,"texas southern","texas state","3",2018-09-08,"Sat","36","20",NA,NA,NA,NA,NA,NA
2018-09-04,"texas-el paso","nevada-las vegas","3",2018-09-08,"Sat","52","24",NA,NA,NA,NA,NA,NA
2018-09-04,"texas-san antonio","baylor","3",2018-09-08,"Sat","37","20",NA,NA,NA,NA,NA,NA
2018-09-04,"towson","wake forest","3",2018-09-08,"Sat","51","20",NA,NA,NA,NA,NA,NA
2018-09-04,"tulsa","texas","3",2018-09-08,"Sat","28","21",NA,NA,NA,NA,NA,NA
2018-09-04,"ucla","oklahoma","3",2018-09-08,"Sat","49","21",5,6,NA,NA,1,1
2018-09-04,"virginia","indiana","3",2018-09-08,"Sat","20","16",NA,NA,NA,NA,NA,NA
2018-09-04,"wagner","syracuse","3",2018-09-08,"Sat","62","10",NA,NA,NA,NA,NA,NA
2018-09-04,"western illinois","illinois","3",2018-09-08,"Sat","34","14",NA,NA,NA,NA,NA,NA
2018-09-04,"western kentucky","maine","3",2018-09-08,"Sat","31","28",NA,NA,NA,NA,NA,NA
2018-09-04,"western michigan","michigan","3",2018-09-08,"Sat","49","3",22,21,NA,NA,1,1
2018-09-04,"william & mary","virginia tech","3",2018-09-08,"Sat","62","17",14,12,NA,NA,1,1
2018-09-04,"wyoming","missouri","3",2018-09-08,"Sat","40","13",NA,NA,NA,NA,NA,NA
2018-09-04,"youngstown state","west virginia","3",2018-09-08,"Sat","52","17",17,14,NA,NA,1,1
2018-09-09,"alabama a&m","cincinnati","4",2018-09-15,"Sat","63","7",NA,NA,NA,NA,NA,NA
2018-09-09,"arizona state","san diego state","4",2018-09-15,"Sat","28","21",NA,NA,25,23,0,0
2018-09-09,"arkansas","north texas","4",2018-09-15,"Sat","44","17",NA,NA,NA,NA,NA,NA
2018-09-09,"auburn","louisiana state","4",2018-09-15,"Sat","22","21",13,12,7,7,0,0
2018-09-09,"ball state","indiana","4",2018-09-15,"Sat","38","10",NA,NA,NA,NA,NA,NA
2018-09-09,"baylor","duke","4",2018-09-15,"Sat","40","27",NA,NA,NA,NA,NA,NA
2018-09-09,"bethune-cookman","florida atlantic","4",2018-09-15,"Sat","49","28",NA,NA,NA,NA,NA,NA
2018-09-09,"boise state","oklahoma state","4",2018-09-15,"Sat","44","21",19,24,17,17,0,0
2018-09-09,"california-davis","stanford","4",2018-09-15,"Sat","30","10",9,9,NA,NA,1,1
2018-09-09,"campbell","coastal carolina","4",2018-09-12,"Wed","58","21",NA,NA,NA,NA,NA,NA
2018-09-09,"central michigan","northern illinois","4",2018-09-15,"Sat","24","16",NA,NA,NA,NA,NA,NA
2018-09-09,"colorado state","florida","4",2018-09-15,"Sat","48","10",NA,NA,NA,NA,NA,NA
2018-09-09,"delaware state","western michigan","4",2018-09-15,"Sat","68","0",NA,NA,NA,NA,NA,NA
2018-09-09,"eastern kentucky","bowling green state","4",2018-09-15,"Sat","42","35",NA,NA,NA,NA,NA,NA
2018-09-09,"eastern michigan","buffalo","4",2018-09-15,"Sat","35","28",NA,NA,NA,NA,NA,NA
2018-09-09,"eastern washington","washington state","4",2018-09-15,"Sat","59","24",NA,NA,NA,NA,NA,NA
2018-09-09,"florida state","syracuse","4",2018-09-15,"Sat","30","7",NA,NA,NA,NA,NA,NA
2018-09-09,"georgia southern","clemson","4",2018-09-15,"Sat","38","7",2,2,NA,NA,1,1
2018-09-09,"georgia state","memphis","4",2018-09-14,"Fri","59","22",NA,NA,NA,NA,NA,NA
2018-09-09,"georgia tech","pittsburgh","4",2018-09-15,"Sat","24","19",NA,NA,NA,NA,NA,NA
2018-09-09,"hawaii","army","4",2018-09-15,"Sat","28","21",NA,NA,NA,NA,NA,NA
2018-09-09,"houston","texas tech","4",2018-09-15,"Sat","63","49",NA,NA,NA,NA,NA,NA
2018-09-09,"idaho state","california","4",2018-09-15,"Sat","45","23",NA,NA,NA,NA,NA,NA
2018-09-09,"illinois","south florida","4",2018-09-15,"Sat","25","19",NA,NA,NA,NA,NA,NA
2018-09-09,"iowa state","oklahoma","4",2018-09-15,"Sat","37","27",5,5,NA,NA,1,1
2018-09-09,"kent state","penn state","4",2018-09-15,"Sat","63","10",10,11,NA,NA,1,1
2018-09-09,"lehigh","navy","4",2018-09-15,"Sat","51","21",NA,NA,NA,NA,NA,NA
2018-09-09,"louisiana","mississippi state","4",2018-09-15,"Sat","56","10",16,16,NA,NA,1,1
2018-09-09,"louisiana-monroe","texas a&m","4",2018-09-15,"Sat","48","10",NA,NA,NA,NA,NA,NA
2018-09-09,"maryland","temple","4",2018-09-15,"Sat","35","14",NA,NA,NA,NA,NA,NA
2018-09-09,"massachusetts","florida international","4",2018-09-15,"Sat","63","24",NA,NA,NA,NA,NA,NA
2018-09-09,"miami (oh)","minnesota","4",2018-09-15,"Sat","26","3",NA,NA,NA,NA,NA,NA
2018-09-09,"middle tennessee state","georgia","4",2018-09-15,"Sat","49","7",3,3,NA,NA,1,1
2018-09-09,"mississippi","alabama","4",2018-09-15,"Sat","62","7",1,1,NA,NA,1,1
2018-09-09,"murray state","kentucky","4",2018-09-15,"Sat","48","10",NA,NA,NA,NA,NA,NA
2018-09-09,"nebraska","troy","4",2018-09-15,"Sat","24","19",NA,NA,NA,NA,NA,NA
2018-09-09,"new hampshire","colorado","4",2018-09-15,"Sat","45","14",NA,NA,NA,NA,NA,NA
2018-09-09,"new mexico state","new mexico","4",2018-09-15,"Sat","42","25",NA,NA,NA,NA,NA,NA
2018-09-09,"northern iowa","iowa","4",2018-09-15,"Sat","38","14",NA,NA,NA,NA,NA,NA
2018-09-09,"northwestern","akron","4",2018-09-15,"Sat","39","34",NA,NA,NA,NA,NA,NA
2018-09-09,"ohio","virginia","4",2018-09-15,"Sat","45","31",NA,NA,NA,NA,NA,NA
2018-09-09,"old dominion","charlotte","4",2018-09-15,"Sat","28","25",NA,NA,NA,NA,NA,NA
2018-09-09,"oregon state","nevada","4",2018-09-15,"Sat","37","35",NA,NA,NA,NA,NA,NA
2018-09-09,"prairie view a&m","nevada-las vegas","4",2018-09-15,"Sat","46","17",NA,NA,NA,NA,NA,NA
2018-09-09,"purdue","missouri","4",2018-09-15,"Sat","40","37",NA,NA,NA,NA,NA,NA
2018-09-09,"rhode island","connecticut","4",2018-09-15,"Sat","56","49",NA,NA,NA,NA,NA,NA
2018-09-09,"rutgers","kansas","4",2018-09-15,"Sat","55","14",NA,NA,NA,NA,NA,NA
2018-09-09,"san jose state","oregon","4",2018-09-15,"Sat","35","22",23,20,NA,NA,1,1
2018-09-09,"southern california","texas","4",2018-09-15,"Sat","37","14",NA,NA,21,22,0,0
2018-09-09,"southern methodist","michigan","4",2018-09-15,"Sat","45","20",22,19,NA,NA,1,1
2018-09-09,"southern utah","arizona","4",2018-09-15,"Sat","62","31",NA,NA,NA,NA,NA,NA
2018-09-09,"tennessee tech","utah state","4",2018-09-13,"Thu","73","12",NA,NA,NA,NA,NA,NA
2018-09-09,"texas christian","ohio state","4",2018-09-15,"Sat","40","28",4,4,14,15,1,1
2018-09-09,"texas state","south alabama","4",2018-09-15,"Sat","41","31",NA,NA,NA,NA,NA,NA
2018-09-09,"texas-el paso","tennessee","4",2018-09-15,"Sat","24","0",NA,NA,NA,NA,NA,NA
2018-09-09,"texas-san antonio","kansas state","4",2018-09-15,"Sat","41","17",NA,NA,NA,NA,NA,NA
2018-09-09,"toledo","miami (fl)","4",2018-09-15,"Sat","49","24",20,21,NA,NA,1,1
2018-09-09,"tulane","alabama-birmingham","4",2018-09-15,"Sat","31","24",NA,NA,NA,NA,NA,NA
2018-09-09,"tulsa","arkansas state","4",2018-09-15,"Sat","29","20",NA,NA,NA,NA,NA,NA
2018-09-09,"ucla","fresno state","4",2018-09-15,"Sat","38","14",NA,NA,NA,NA,NA,NA
2018-09-09,"utah","washington","4",2018-09-15,"Sat","21","7",12,10,NA,NA,1,1
2018-09-09,"vanderbilt","notre dame","4",2018-09-15,"Sat","22","17",8,8,NA,NA,1,1
2018-09-09,"wake forest","boston college","4",2018-09-13,"Thu","41","34",NA,NA,NA,NA,NA,NA
2018-09-09,"western kentucky","louisville","4",2018-09-15,"Sat","20","17",NA,NA,NA,NA,NA,NA
2018-09-09,"wisconsin","brigham young","4",2018-09-15,"Sat","24","21",NA,NA,6,6,0,0
2018-09-09,"wofford","wyoming","4",2018-09-15,"Sat","17","14",NA,NA,NA,NA,NA,NA
2018-09-16,"air force","utah state","5",2018-09-22,"Sat","42","32",NA,NA,NA,NA,NA,NA
2018-09-16,"akron","iowa state","5",2018-09-22,"Sat","26","13",NA,NA,NA,NA,NA,NA
2018-09-16,"arizona state","washington","5",2018-09-22,"Sat","27","20",12,10,NA,NA,1,1
2018-09-16,"arkansas","auburn","5",2018-09-22,"Sat","34","3",11,9,NA,NA,1,1
2018-09-16,"army","oklahoma","5",2018-09-22,"Sat","28","21",5,5,NA,NA,1,1
2018-09-16,"ball state","western kentucky","5",2018-09-22,"Sat","28","20",NA,NA,NA,NA,NA,NA
2018-09-16,"boston college","purdue","5",2018-09-22,"Sat","30","13",NA,NA,25,23,0,0
2018-09-16,"bowling green state","miami (oh)","5",2018-09-22,"Sat","38","23",NA,NA,NA,NA,NA,NA
2018-09-16,"charlotte","massachusetts","5",2018-09-22,"Sat","49","31",NA,NA,NA,NA,NA,NA
2018-09-16,"colorado state","illinois state","5",2018-09-22,"Sat","35","19",NA,NA,NA,NA,NA,NA
2018-09-16,"connecticut","syracuse","5",2018-09-22,"Sat","51","21",NA,NA,NA,NA,NA,NA
2018-09-16,"duquesne","hawaii","5",2018-09-22,"Sat","42","21",NA,NA,NA,NA,NA,NA
2018-09-16,"east carolina","south florida","5",2018-09-22,"Sat","20","13",NA,NA,NA,NA,NA,NA
2018-09-16,"eastern michigan","san diego state","5",2018-09-22,"Sat","23","20",NA,NA,NA,NA,NA,NA
2018-09-16,"florida atlantic","central florida","5",2018-09-21,"Fri","56","36",18,16,NA,NA,1,1
2018-09-16,"florida international","miami (fl)","5",2018-09-22,"Sat","31","17",20,21,NA,NA,1,1
2018-09-16,"gardner-webb","appalachian state","5",2018-09-22,"Sat","72","7",NA,NA,NA,NA,NA,NA
2018-09-16,"georgia state","western michigan","5",2018-09-22,"Sat","34","15",NA,NA,NA,NA,NA,NA
2018-09-16,"georgia tech","clemson","5",2018-09-22,"Sat","49","21",2,3,NA,NA,1,1
2018-09-16,"illinois","penn state","5",2018-09-21,"Fri","63","24",9,10,NA,NA,1,1
2018-09-16,"indiana","michigan state","5",2018-09-22,"Sat","35","21",23,24,NA,NA,1,1
2018-09-16,"iowa","wisconsin","5",2018-09-22,"Sat","28","17",16,18,NA,NA,1,1
2018-09-16,"kansas","baylor","5",2018-09-22,"Sat","26","7",NA,NA,NA,NA,NA,NA
2018-09-16,"kansas state","west virginia","5",2018-09-22,"Sat","35","6",13,12,NA,NA,1,1
2018-09-16,"kent state","mississippi","5",2018-09-22,"Sat","38","17",NA,NA,NA,NA,NA,NA
2018-09-16,"liberty","north texas","5",2018-09-22,"Sat","47","7",NA,NA,NA,NA,NA,NA
2018-09-16,"louisiana","coastal carolina","5",2018-09-22,"Sat","30","28",NA,NA,NA,NA,NA,NA
2018-09-16,"louisiana tech","louisiana state","5",2018-09-22,"Sat","38","21",6,6,NA,NA,1,1
2018-09-16,"louisiana-monroe","troy","5",2018-09-22,"Sat","35","27",NA,NA,NA,NA,NA,NA
2018-09-16,"louisville","virginia","5",2018-09-22,"Sat","27","3",NA,NA,NA,NA,NA,NA
2018-09-16,"maine","central michigan","5",2018-09-22,"Sat","17","5",NA,NA,NA,NA,NA,NA
2018-09-16,"marshall","north carolina state","5",2018-09-22,"Sat","37","20",NA,NA,NA,NA,NA,NA
2018-09-16,"mcneese state","brigham young","5",2018-09-22,"Sat","30","3",NA,25,NA,NA,NA,1
2018-09-16,"minnesota","maryland","5",2018-09-22,"Sat","42","13",NA,NA,NA,NA,NA,NA
2018-09-16,"mississippi state","kentucky","5",2018-09-22,"Sat","28","7",NA,NA,14,14,0,0
2018-09-16,"missouri","georgia","5",2018-09-22,"Sat","43","29",3,2,NA,NA,1,1
2018-09-16,"navy","southern methodist","5",2018-09-22,"Sat","31","30",NA,NA,NA,NA,NA,NA
2018-09-16,"nebraska","michigan","5",2018-09-22,"Sat","56","10",21,19,NA,NA,1,1
2018-09-16,"nevada","toledo","5",2018-09-22,"Sat","63","44",NA,NA,NA,NA,NA,NA
2018-09-16,"nevada-las vegas","arkansas state","5",2018-09-22,"Sat","27","20",NA,NA,NA,NA,NA,NA
2018-09-16,"north carolina central","duke","5",2018-09-22,"Sat","55","13",NA,NA,NA,NA,NA,NA
2018-09-16,"northern illinois","florida state","5",2018-09-22,"Sat","37","19",NA,NA,NA,NA,NA,NA
2018-09-16,"ohio","cincinnati","5",2018-09-22,"Sat","34","30",NA,NA,NA,NA,NA,NA
2018-09-16,"oklahoma state","texas tech","5",2018-09-22,"Sat","41","17",NA,NA,15,15,0,0
2018-09-16,"oregon","stanford","5",2018-09-22,"Sat","38","31",7,7,19,20,1,1
2018-09-16,"oregon state","arizona","5",2018-09-22,"Sat","35","14",NA,NA,NA,NA,NA,NA
2018-09-16,"pittsburgh","north carolina","5",2018-09-22,"Sat","38","35",NA,NA,NA,NA,NA,NA
2018-09-16,"rice","southern mississippi","5",2018-09-22,"Sat","40","22",NA,NA,NA,NA,NA,NA
2018-09-16,"rutgers","buffalo","5",2018-09-22,"Sat","42","13",NA,NA,NA,NA,NA,NA
2018-09-16,"south alabama","memphis","5",2018-09-22,"Sat","52","35",NA,NA,NA,NA,NA,NA
2018-09-16,"tennessee","florida","5",2018-09-22,"Sat","47","21",NA,NA,NA,NA,NA,NA
2018-09-16,"texas a&m","alabama","5",2018-09-22,"Sat","45","23",1,1,22,22,1,1
2018-09-16,"texas christian","texas","5",2018-09-22,"Sat","31","16",NA,NA,17,17,0,0
2018-09-16,"texas southern","houston","5",2018-09-22,"Sat","70","14",NA,NA,NA,NA,NA,NA
2018-09-16,"texas state","texas-san antonio","5",2018-09-22,"Sat","25","21",NA,NA,NA,NA,NA,NA
2018-09-16,"texas-el paso","new mexico state","5",2018-09-22,"Sat","27","20",NA,NA,NA,NA,NA,NA
2018-09-16,"tulane","ohio state","5",2018-09-22,"Sat","49","6",4,4,NA,NA,1,1
2018-09-16,"tulsa","temple","5",2018-09-20,"Thu","31","17",NA,NA,NA,NA,NA,NA
2018-09-16,"vanderbilt","south carolina","5",2018-09-22,"Sat","37","14",NA,NA,NA,NA,NA,NA
2018-09-16,"virginia tech","old dominion","5",2018-09-22,"Sat","49","35",NA,NA,10,13,0,0
2018-09-16,"wake forest","notre dame","5",2018-09-22,"Sat","56","27",8,8,NA,NA,1,1
2018-09-16,"washington state","southern california","5",2018-09-21,"Fri","39","36",NA,NA,NA,NA,NA,NA
2018-09-23,"air force","nevada","6",2018-09-29,"Sat","28","25",NA,NA,NA,NA,NA,NA
2018-09-23,"arizona","southern california","6",2018-09-29,"Sat","24","20",NA,NA,NA,NA,NA,NA
2018-09-23,"arkansas","texas a&m","6",2018-09-29,"Sat","24","17",NA,NA,NA,NA,NA,NA
2018-09-23,"arkansas state","georgia southern","6",2018-09-29,"Sat","28","21",NA,NA,NA,NA,NA,NA
2018-09-23,"arkansas-pine bluff","florida international","6",2018-09-29,"Sat","55","9",NA,NA,NA,NA,NA,NA
2018-09-23,"baylor","oklahoma","6",2018-09-29,"Sat","66","33",5,6,NA,NA,1,1
2018-09-23,"bowling green state","georgia tech","6",2018-09-29,"Sat","63","17",NA,NA,NA,NA,NA,NA
2018-09-23,"brigham young","washington","6",2018-09-29,"Sat","35","7",11,11,NA,20,1,1
2018-09-23,"buffalo","army","6",2018-09-29,"Sat","42","13",NA,NA,NA,NA,NA,NA
2018-09-23,"california","oregon","6",2018-09-29,"Sat","42","24",20,19,NA,24,1,1
2018-09-23,"central michigan","michigan state","6",2018-09-29,"Sat","31","20",18,21,NA,NA,1,1
2018-09-23,"charlotte","alabama-birmingham","6",2018-09-29,"Sat","28","7",NA,NA,NA,NA,NA,NA
2018-09-23,"coastal carolina","troy","6",2018-09-29,"Sat","45","21",NA,NA,NA,NA,NA,NA
2018-09-23,"connecticut","cincinnati","6",2018-09-29,"Sat","49","7",NA,NA,NA,NA,NA,NA
2018-09-23,"duke","virginia tech","6",2018-09-29,"Sat","31","14",24,NA,23,22,0,0
2018-09-23,"eastern michigan","northern illinois","6",2018-09-29,"Sat","26","23",NA,NA,NA,NA,NA,NA
2018-09-23,"florida atlantic","middle tennessee state","6",2018-09-29,"Sat","25","24",NA,NA,NA,NA,NA,NA
2018-09-23,"houston baptist","southern methodist","6",2018-09-29,"Sat","63","27",NA,NA,NA,NA,NA,NA
2018-09-23,"iowa state","texas christian","6",2018-09-29,"Sat","17","14",NA,NA,NA,NA,NA,NA
2018-09-23,"kansas","oklahoma state","6",2018-09-29,"Sat","48","28",21,NA,NA,NA,1,NA
2018-09-23,"kansas state","texas","6",2018-09-29,"Sat","19","14",22,18,NA,NA,1,1
2018-09-23,"kent state","ball state","6",2018-09-29,"Sat","52","24",NA,NA,NA,NA,NA,NA
2018-09-23,"louisiana","alabama","6",2018-09-29,"Sat","56","14",1,1,NA,NA,1,1
2018-09-23,"louisiana-monroe","georgia state","6",2018-09-29,"Sat","46","14",NA,NA,NA,NA,NA,NA
2018-09-23,"louisville","florida state","6",2018-09-29,"Sat","28","24",NA,NA,NA,NA,NA,NA
2018-09-23,"massachusetts","ohio","6",2018-09-29,"Sat","58","42",NA,NA,NA,NA,NA,NA
2018-09-23,"memphis","tulane","6",2018-09-28,"Fri","40","24",NA,NA,NA,NA,NA,NA
2018-09-23,"miami (oh)","western michigan","6",2018-09-29,"Sat","40","39",NA,NA,NA,NA,NA,NA
2018-09-23,"mississippi","louisiana state","6",2018-09-29,"Sat","45","16",6,5,NA,NA,1,1
2018-09-23,"mississippi state","florida","6",2018-09-29,"Sat","13","6",NA,NA,19,23,0,0
2018-09-23,"nebraska","purdue","6",2018-09-29,"Sat","42","28",NA,NA,NA,NA,NA,NA
2018-09-23,"new mexico","liberty","6",2018-09-29,"Sat","52","43",NA,NA,NA,NA,NA,NA
2018-09-23,"north carolina","miami (fl)","6",2018-09-27,"Thu","47","10",16,16,NA,NA,1,1
2018-09-23,"north texas","louisiana tech","6",2018-09-29,"Sat","29","27",NA,NA,NA,NA,NA,NA
2018-09-23,"northwestern","michigan","6",2018-09-29,"Sat","20","17",15,14,NA,NA,1,1
2018-09-23,"old dominion","east carolina","6",2018-09-29,"Sat","37","35",NA,NA,NA,NA,NA,NA
2018-09-23,"oregon state","arizona state","6",2018-09-29,"Sat","52","24",NA,NA,NA,NA,NA,NA
2018-09-23,"penn state","ohio state","6",2018-09-29,"Sat","27","26",4,4,9,9,1,1
2018-09-23,"pittsburgh","central florida","6",2018-09-29,"Sat","45","14",14,13,NA,NA,1,1
2018-09-23,"rice","wake forest","6",2018-09-29,"Sat","56","24",NA,NA,NA,NA,NA,NA
2018-09-23,"rutgers","indiana","6",2018-09-29,"Sat","24","17",NA,NA,NA,NA,NA,NA
2018-09-23,"san jose state","hawaii","6",2018-09-29,"Sat","44","41",NA,NA,NA,NA,NA,NA
2018-09-23,"south alabama","appalachian state","6",2018-09-29,"Sat","52","7",NA,NA,NA,NA,NA,NA
2018-09-23,"south carolina","kentucky","6",2018-09-29,"Sat","24","10",17,17,NA,NA,1,1
2018-09-23,"southern mississippi","auburn","6",2018-09-29,"Sat","24","13",10,10,NA,NA,1,1
2018-09-23,"stanford","notre dame","6",2018-09-29,"Sat","38","17",8,8,7,7,0,0
2018-09-23,"syracuse","clemson","6",2018-09-29,"Sat","27","23",2,3,NA,NA,1,1
2018-09-23,"temple","boston college","6",2018-09-29,"Sat","45","35",NA,NA,NA,NA,NA,NA
2018-09-23,"tennessee","georgia","6",2018-09-29,"Sat","38","12",3,2,NA,NA,1,1
2018-09-23,"tennessee state","vanderbilt","6",2018-09-29,"Sat","31","27",NA,NA,NA,NA,NA,NA
2018-09-23,"texas tech","west virginia","6",2018-09-29,"Sat","42","34",12,12,NA,25,1,1
2018-09-23,"texas-el paso","texas-san antonio","6",2018-09-29,"Sat","30","21",NA,NA,NA,NA,NA,NA
2018-09-23,"toledo","fresno state","6",2018-09-29,"Sat","49","27",NA,NA,NA,NA,NA,NA
2018-09-23,"ucla","colorado","6",2018-09-28,"Fri","38","16",NA,NA,NA,NA,NA,NA
2018-09-23,"utah","washington state","6",2018-09-29,"Sat","28","24",NA,NA,NA,NA,NA,NA
2018-09-23,"virginia","north carolina state","6",2018-09-29,"Sat","35","21",NA,NA,NA,NA,NA,NA
2018-09-23,"western kentucky","marshall","6",2018-09-29,"Sat","20","17",NA,NA,NA,NA,NA,NA
2018-09-23,"wyoming","boise state","6",2018-09-29,"Sat","34","14",25,NA,NA,NA,1,NA
2018-09-30,"akron","miami (oh)","7",2018-10-06,"Sat","41","17",NA,NA,NA,NA,NA,NA
2018-09-30,"arizona state","colorado","7",2018-10-06,"Sat","28","21",22,21,NA,NA,1,1
2018-09-30,"arkansas","alabama","7",2018-10-06,"Sat","65","31",1,1,NA,NA,1,1
2018-09-30,"auburn","mississippi state","7",2018-10-06,"Sat","23","9",NA,NA,9,8,0,0
2018-09-30,"ball state","northern illinois","7",2018-10-06,"Sat","24","16",NA,NA,NA,NA,NA,NA
2018-09-30,"boise state","san diego state","7",2018-10-06,"Sat","19","13",NA,NA,24,NA,0,NA
2018-09-30,"boston college","north carolina state","7",2018-10-06,"Sat","28","23",25,23,NA,NA,1,1
2018-09-30,"bowling green state","toledo","7",2018-10-06,"Sat","52","36",NA,NA,NA,NA,NA,NA
2018-09-30,"brigham young","utah state","7",2018-10-05,"Fri","45","20",NA,NA,NA,NA,NA,NA
2018-09-30,"california","arizona","7",2018-10-06,"Sat","24","17",NA,NA,NA,NA,NA,NA
2018-09-30,"central michigan","buffalo","7",2018-10-06,"Sat","34","24",NA,NA,NA,NA,NA,NA
2018-09-30,"connecticut","memphis","7",2018-10-06,"Sat","55","14",NA,NA,NA,NA,NA,NA
2018-09-30,"east carolina","temple","7",2018-10-06,"Sat","49","6",NA,NA,NA,NA,NA,NA
2018-09-30,"eastern michigan","western michigan","7",2018-10-06,"Sat","27","24",NA,NA,NA,NA,NA,NA
2018-09-30,"florida state","miami (fl)","7",2018-10-06,"Sat","28","27",17,17,NA,NA,1,1
2018-09-30,"georgia state","troy","7",2018-10-04,"Thu","37","20",NA,NA,NA,NA,NA,NA
2018-09-30,"indiana","ohio state","7",2018-10-06,"Sat","49","26",3,3,NA,NA,1,1
2018-09-30,"kansas","west virginia","7",2018-10-06,"Sat","38","22",8,9,NA,NA,1,1
2018-09-30,"kansas state","baylor","7",2018-10-06,"Sat","37","34",NA,NA,NA,NA,NA,NA
2018-09-30,"kent state","ohio","7",2018-10-06,"Sat","27","26",NA,NA,NA,NA,NA,NA
2018-09-30,"kentucky","texas a&m","7",2018-10-06,"Sat","20","14",NA,NA,15,13,0,0
2018-09-30,"liberty","new mexico state","7",2018-10-06,"Sat","49","41",NA,NA,NA,NA,NA,NA
2018-09-30,"louisiana state","florida","7",2018-10-06,"Sat","27","19",NA,22,6,5,0,0
2018-09-30,"louisiana tech","alabama-birmingham","7",2018-10-06,"Sat","28","7",NA,NA,NA,NA,NA,NA
2018-09-30,"louisiana-monroe","mississippi","7",2018-10-06,"Sat","70","21",NA,NA,NA,NA,NA,NA
2018-09-30,"louisville","georgia tech","7",2018-10-05,"Fri","66","31",NA,NA,NA,NA,NA,NA
2018-09-30,"marshall","middle tennessee state","7",2018-10-05,"Fri","34","24",NA,NA,NA,NA,NA,NA
2018-09-30,"maryland","michigan","7",2018-10-06,"Sat","42","21",16,15,NA,NA,1,1
2018-09-30,"massachusetts","south florida","7",2018-10-06,"Sat","58","42",NA,NA,NA,NA,NA,NA
2018-09-30,"michigan state","northwestern","7",2018-10-06,"Sat","29","19",NA,NA,19,20,0,0
2018-09-30,"minnesota","iowa","7",2018-10-06,"Sat","48","31",NA,NA,NA,NA,NA,NA
2018-09-30,"missouri","south carolina","7",2018-10-06,"Sat","37","35",NA,NA,NA,NA,NA,NA
