"week","Loser","Winner","Wk","Date","Day","pts_w","pts_l","w_rank_coaches","w_rank_ap","l_rank_coaches","l_rank_ap","coach","ap"
2013-10-06,"eastern michigan","army","7",2013-10-12,"Sat","50","25",NA,NA,NA,NA,NA,NA
2013-10-06,"florida","louisiana state","7",2013-10-12,"Sat","17","6",11,10,17,17,1,1
2013-10-06,"florida atlantic","marshall","7",2013-10-12,"Sat","24","23",NA,NA,NA,NA,NA,NA
2013-10-06,"florida international","alabama-birmingham","7",2013-10-12,"Sat","27","24",NA,NA,NA,NA,NA,NA
2013-10-06,"georgia","missouri","7",2013-10-12,"Sat","41","26",NA,25,7,7,0,0
2013-10-06,"georgia state","troy","7",2013-10-12,"Sat","35","28",NA,NA,NA,NA,NA,NA
2013-10-06,"georgia tech","brigham young","7",2013-10-12,"Sat","38","20",NA,NA,NA,NA,NA,NA
2013-10-06,"hawaii","nevada-las vegas","7",2013-10-12,"Sat","39","37",NA,NA,NA,NA,NA,NA
2013-10-06,"idaho","arkansas state","7",2013-10-12,"Sat","48","24",NA,NA,NA,NA,NA,NA
2013-10-06,"indiana","michigan state","7",2013-10-12,"Sat","42","28",NA,NA,NA,NA,NA,NA
2013-10-06,"iowa state","texas tech","7",2013-10-12,"Sat","42","35",21,20,NA,NA,1,1
2013-10-06,"kansas","texas christian","7",2013-10-12,"Sat","27","17",NA,NA,NA,NA,NA,NA
2013-10-06,"kansas state","baylor","7",2013-10-12,"Sat","35","25",15,15,NA,NA,1,1
2013-10-06,"kent state","ball state","7",2013-10-12,"Sat","27","24",NA,NA,NA,NA,NA,NA
2013-10-06,"kentucky","alabama","7",2013-10-12,"Sat","48","7",1,1,NA,NA,1,1
2013-10-06,"memphis","houston","7",2013-10-12,"Sat","25","15",NA,NA,NA,NA,NA,NA
2013-10-06,"miami (oh)","massachusetts","7",2013-10-12,"Sat","17","10",NA,NA,NA,NA,NA,NA
2013-10-06,"michigan","penn state","7",2013-10-12,"Sat","43","40",NA,NA,16,18,0,0
2013-10-06,"middle tennessee state","north texas","7",2013-10-12,"Sat","34","7",NA,NA,NA,NA,NA,NA
2013-10-06,"mississippi","texas a&m","7",2013-10-12,"Sat","41","38",9,9,NA,NA,1,1
2013-10-06,"navy","duke","7",2013-10-12,"Sat","35","7",NA,NA,NA,NA,NA,NA
2013-10-06,"new mexico","wyoming","7",2013-10-12,"Sat","38","31",NA,NA,NA,NA,NA,NA
2013-10-06,"north carolina state","syracuse","7",2013-10-12,"Sat","24","10",NA,NA,NA,NA,NA,NA
2013-10-06,"northwestern","wisconsin","7",2013-10-12,"Sat","35","6",NA,NA,18,19,0,0
2013-10-06,"ohio","central michigan","7",2013-10-12,"Sat","26","23",NA,NA,NA,NA,NA,NA
2013-10-06,"oklahoma","texas","7",2013-10-12,"Sat","36","20",NA,NA,10,12,0,0
2013-10-06,"pittsburgh","virginia tech","7",2013-10-12,"Sat","19","9",25,24,NA,NA,1,1
2013-10-06,"purdue","nebraska","7",2013-10-12,"Sat","44","7",24,NA,NA,NA,1,NA
2013-10-06,"rutgers","louisville","7",2013-10-10,"Thu","24","10",8,8,NA,NA,1,1
2013-10-06,"stanford","utah","7",2013-10-12,"Sat","27","21",NA,NA,5,5,0,0
2013-10-06,"temple","cincinnati","7",2013-10-11,"Fri","38","20",NA,NA,NA,NA,NA,NA
2013-10-06,"texas state","louisiana-monroe","7",2013-10-12,"Sat","21","14",NA,NA,NA,NA,NA,NA
2013-10-06,"texas-el paso","tulsa","7",2013-10-12,"Sat","34","20",NA,NA,NA,NA,NA,NA
2013-10-06,"texas-san antonio","rice","7",2013-10-12,"Sat","27","21",NA,NA,NA,NA,NA,NA
2013-10-06,"utah state","boise state","7",2013-10-12,"Sat","34","23",NA,NA,NA,NA,NA,NA
2013-10-06,"virginia","maryland","7",2013-10-12,"Sat","27","26",NA,NA,NA,NA,NA,NA
2013-10-06,"washington","oregon","7",2013-10-12,"Sat","45","24",2,2,19,16,1,1
2013-10-06,"washington state","oregon state","7",2013-10-12,"Sat","52","24",NA,NA,NA,NA,NA,NA
2013-10-06,"western carolina","auburn","7",2013-10-12,"Sat","62","3",NA,NA,NA,NA,NA,NA
2013-10-06,"western michigan","buffalo","7",2013-10-12,"Sat","33","0",NA,NA,NA,NA,NA,NA
2013-10-13,"arkansas","alabama","8",2013-10-19,"Sat","52","0",1,1,NA,NA,1,1
2013-10-13,"army","temple","8",2013-10-19,"Sat","33","14",NA,NA,NA,NA,NA,NA
2013-10-13,"california","oregon state","8",2013-10-19,"Sat","49","17",NA,NA,NA,NA,NA,NA
2013-10-13,"central michigan","northern illinois","8",2013-10-19,"Sat","38","17",22,23,NA,NA,1,1
2013-10-13,"charleston southern","colorado","8",2013-10-19,"Sat","43","10",NA,NA,NA,NA,NA,NA
2013-10-13,"clemson","florida state","8",2013-10-19,"Sat","51","14",5,5,4,3,0,0
2013-10-13,"connecticut","cincinnati","8",2013-10-19,"Sat","41","16",NA,NA,NA,NA,NA,NA
2013-10-13,"eastern michigan","ohio","8",2013-10-19,"Sat","56","28",NA,NA,NA,NA,NA,NA
2013-10-13,"florida","missouri","8",2013-10-19,"Sat","36","17",14,14,21,22,1,1
2013-10-13,"georgia","vanderbilt","8",2013-10-19,"Sat","31","27",NA,NA,16,15,0,0
2013-10-13,"georgia state","texas state","8",2013-10-19,"Sat","24","17",NA,NA,NA,NA,NA,NA
2013-10-13,"houston","brigham young","8",2013-10-19,"Sat","47","46",NA,NA,NA,NA,NA,NA
2013-10-13,"illinois","wisconsin","8",2013-10-19,"Sat","56","32",NA,25,NA,NA,NA,1
2013-10-13,"indiana","michigan","8",2013-10-19,"Sat","63","47",24,NA,NA,NA,1,NA
2013-10-13,"iowa","ohio state","8",2013-10-19,"Sat","34","24",4,4,NA,NA,1,1
2013-10-13,"iowa state","baylor","8",2013-10-19,"Sat","71","7",13,12,NA,NA,1,1
2013-10-13,"kansas","oklahoma","8",2013-10-19,"Sat","34","19",18,18,NA,NA,1,1
2013-10-13,"kent state","south alabama","8",2013-10-19,"Sat","38","21",NA,NA,NA,NA,NA,NA
2013-10-13,"louisiana state","mississippi","8",2013-10-19,"Sat","27","24",NA,NA,8,6,0,0
2013-10-13,"louisiana tech","north texas","8",2013-10-19,"Sat","28","13",NA,NA,NA,NA,NA,NA
2013-10-13,"louisville","central florida","8",2013-10-18,"Fri","38","35",NA,NA,6,8,0,0
2013-10-13,"maryland","wake forest","8",2013-10-19,"Sat","34","10",NA,NA,NA,NA,NA,NA
2013-10-13,"massachusetts","buffalo","8",2013-10-19,"Sat","32","3",NA,NA,NA,NA,NA,NA
2013-10-13,"memphis","southern methodist","8",2013-10-19,"Sat","34","29",NA,NA,NA,NA,NA,NA
2013-10-13,"miami (oh)","akron","8",2013-10-19,"Sat","24","17",NA,NA,NA,NA,NA,NA
2013-10-13,"navy","toledo","8",2013-10-19,"Sat","45","44",NA,NA,NA,NA,NA,NA
2013-10-13,"nevada","boise state","8",2013-10-19,"Sat","34","17",NA,NA,NA,NA,NA,NA
2013-10-13,"nevada-las vegas","fresno state","8",2013-10-19,"Sat","38","14",19,17,NA,NA,1,1
2013-10-13,"new mexico","utah state","8",2013-10-19,"Sat","45","10",NA,NA,NA,NA,NA,NA
2013-10-13,"new mexico state","rice","8",2013-10-19,"Sat","45","19",NA,NA,NA,NA,NA,NA
2013-10-13,"north carolina","miami (fl)","8",2013-10-17,"Thu","27","23",10,10,NA,NA,1,1
2013-10-13,"northwestern","minnesota","8",2013-10-19,"Sat","20","17",NA,NA,NA,NA,NA,NA
2013-10-13,"old dominion","pittsburgh","8",2013-10-19,"Sat","35","24",NA,NA,NA,NA,NA,NA
2013-10-13,"purdue","michigan state","8",2013-10-19,"Sat","14","0",NA,NA,NA,NA,NA,NA
2013-10-13,"south carolina","tennessee","8",2013-10-19,"Sat","23","21",NA,NA,9,11,0,0
2013-10-13,"southern california","notre dame","8",2013-10-19,"Sat","14","10",NA,NA,NA,NA,NA,NA
2013-10-13,"southern mississippi","east carolina","8",2013-10-19,"Sat","55","14",NA,NA,NA,NA,NA,NA
2013-10-13,"syracuse","georgia tech","8",2013-10-19,"Sat","56","0",NA,NA,NA,NA,NA,NA
2013-10-13,"texas a&m","auburn","8",2013-10-19,"Sat","45","41",NA,24,7,7,0,0
2013-10-13,"texas christian","oklahoma state","8",2013-10-19,"Sat","24","10",19,21,NA,NA,1,1
2013-10-13,"ucla","stanford","8",2013-10-19,"Sat","24","10",12,13,9,9,0,0
2013-10-13,"utah","arizona","8",2013-10-19,"Sat","35","24",NA,NA,NA,NA,NA,NA
2013-10-13,"virginia","duke","8",2013-10-19,"Sat","35","22",NA,NA,NA,NA,NA,NA
2013-10-13,"washington","arizona state","8",2013-10-19,"Sat","53","24",NA,NA,25,20,0,0
2013-10-13,"washington state","oregon","8",2013-10-19,"Sat","62","38",2,2,NA,NA,1,1
2013-10-13,"west virginia","texas tech","8",2013-10-19,"Sat","37","27",15,16,NA,NA,1,1
2013-10-13,"western kentucky","louisiana","8",2013-10-15,"Tue","37","20",NA,NA,NA,NA,NA,NA
2013-10-13,"western michigan","ball state","8",2013-10-19,"Sat","38","17",NA,NA,NA,NA,NA,NA
2013-10-13,"wyoming","colorado state","8",2013-10-19,"Sat","52","22",NA,NA,NA,NA,NA,NA
2013-10-20,"abilene christian","new mexico state","9",2013-10-26,"Sat","34","29",NA,NA,NA,NA,NA,NA
2013-10-20,"air force","notre dame","9",2013-10-26,"Sat","45","10",NA,NA,NA,NA,NA,NA
2013-10-20,"akron","ball state","9",2013-10-26,"Sat","42","24",NA,NA,NA,NA,NA,NA
2013-10-20,"alabama-birmingham","texas-san antonio","9",2013-10-26,"Sat","52","31",NA,NA,NA,NA,NA,NA
2013-10-20,"arkansas state","louisiana","9",2013-10-22,"Tue","23","7",NA,NA,NA,NA,NA,NA
2013-10-20,"boise state","brigham young","9",2013-10-25,"Fri","37","20",NA,NA,NA,NA,NA,NA
2013-10-20,"boston college","north carolina","9",2013-10-26,"Sat","34","10",NA,NA,NA,NA,NA,NA
2013-10-20,"bowling green state","toledo","9",2013-10-26,"Sat","28","25",NA,NA,NA,NA,NA,NA
2013-10-20,"california","washington","9",2013-10-26,"Sat","41","17",NA,NA,NA,NA,NA,NA
2013-10-20,"colorado","arizona","9",2013-10-26,"Sat","44","20",NA,NA,NA,NA,NA,NA
2013-10-20,"connecticut","central florida","9",2013-10-26,"Sat","62","17",25,21,NA,NA,1,1
2013-10-20,"eastern michigan","northern illinois","9",2013-10-26,"Sat","59","20",21,23,NA,NA,1,1
2013-10-20,"florida atlantic","auburn","9",2013-10-26,"Sat","45","10",17,11,NA,NA,1,1
2013-10-20,"florida international","louisiana tech","9",2013-10-26,"Sat","23","7",NA,NA,NA,NA,NA,NA
2013-10-20,"furman","louisiana state","9",2013-10-26,"Sat","48","16",12,13,NA,NA,1,1
2013-10-20,"georgia state","louisiana-monroe","9",2013-10-26,"Sat","38","10",NA,NA,NA,NA,NA,NA
2013-10-20,"hawaii","colorado state","9",2013-10-26,"Sat","35","28",NA,NA,NA,NA,NA,NA
2013-10-20,"idaho","mississippi","9",2013-10-26,"Sat","59","14",NA,NA,NA,NA,NA,NA
2013-10-20,"illinois","michigan state","9",2013-10-26,"Sat","42","3",NA,NA,NA,NA,NA,NA
2013-10-20,"iowa state","oklahoma state","9",2013-10-26,"Sat","58","27",17,19,NA,NA,1,1
2013-10-20,"kansas","baylor","9",2013-10-26,"Sat","59","14",5,6,NA,NA,1,1
2013-10-20,"kent state","buffalo","9",2013-10-26,"Sat","41","21",NA,NA,NA,NA,NA,NA
2013-10-20,"kentucky","mississippi state","9",2013-10-24,"Thu","28","22",NA,NA,NA,NA,NA,NA
2013-10-20,"marshall","middle tennessee state","9",2013-10-24,"Thu","51","49",NA,NA,NA,NA,NA,NA
2013-10-20,"maryland","clemson","9",2013-10-26,"Sat","40","27",10,9,NA,NA,1,1
2013-10-20,"massachusetts","western michigan","9",2013-10-26,"Sat","31","30",NA,NA,NA,NA,NA,NA
2013-10-20,"miami (oh)","ohio","9",2013-10-26,"Sat","41","16",NA,NA,NA,NA,NA,NA
2013-10-20,"missouri","south carolina","9",2013-10-26,"Sat","27","24",20,20,7,5,0,0
2013-10-20,"nebraska","minnesota","9",2013-10-26,"Sat","34","23",NA,NA,21,25,0,0
2013-10-20,"nevada","nevada-las vegas","9",2013-10-26,"Sat","27","22",NA,NA,NA,NA,NA,NA
2013-10-20,"north carolina state","florida state","9",2013-10-26,"Sat","49","17",3,3,NA,NA,1,1
2013-10-20,"northwestern","iowa","9",2013-10-26,"Sat","17","10",NA,NA,NA,NA,NA,NA
2013-10-20,"oregon state","stanford","9",2013-10-26,"Sat","20","12",8,8,NA,NA,1,1
2013-10-20,"penn state","ohio state","9",2013-10-26,"Sat","63","14",4,4,NA,NA,1,1
2013-10-20,"pittsburgh","navy","9",2013-10-26,"Sat","24","21",NA,NA,NA,NA,NA,NA
2013-10-20,"rutgers","houston","9",2013-10-26,"Sat","49","14",NA,NA,NA,NA,NA,NA
2013-10-20,"san diego state","fresno state","9",2013-10-26,"Sat","35","28",18,15,NA,NA,1,1
2013-10-20,"south alabama","texas state","9",2013-10-26,"Sat","33","31",NA,NA,NA,NA,NA,NA
2013-10-20,"south florida","louisville","9",2013-10-26,"Sat","34","3",16,18,NA,NA,1,1
2013-10-20,"southern mississippi","north texas","9",2013-10-26,"Sat","55","14",NA,NA,NA,NA,NA,NA
2013-10-20,"temple","southern methodist","9",2013-10-26,"Sat","59","49",NA,NA,NA,NA,NA,NA
2013-10-20,"tennessee","alabama","9",2013-10-26,"Sat","45","10",1,1,NA,NA,1,1
2013-10-20,"texas christian","texas","9",2013-10-26,"Sat","30","7",NA,NA,NA,NA,NA,NA
2013-10-20,"texas tech","oklahoma","9",2013-10-26,"Sat","38","30",14,17,9,10,0,0
2013-10-20,"texas-el paso","rice","9",2013-10-26,"Sat","45","7",NA,NA,NA,NA,NA,NA
2013-10-20,"tulsa","tulane","9",2013-10-26,"Sat","14","7",NA,NA,NA,NA,NA,NA
2013-10-20,"ucla","oregon","9",2013-10-26,"Sat","42","14",2,2,11,12,1,1
2013-10-20,"utah","southern california","9",2013-10-26,"Sat","19","3",NA,NA,NA,NA,NA,NA
2013-10-20,"vanderbilt","texas a&m","9",2013-10-26,"Sat","56","24",13,14,NA,NA,1,1
2013-10-20,"virginia","georgia tech","9",2013-10-26,"Sat","35","25",NA,NA,NA,NA,NA,NA
2013-10-20,"virginia tech","duke","9",2013-10-26,"Sat","13","10",NA,NA,19,16,0,0
2013-10-20,"wake forest","miami (fl)","9",2013-10-26,"Sat","24","21",7,7,NA,NA,1,1
2013-10-20,"west virginia","kansas state","9",2013-10-26,"Sat","35","12",NA,NA,NA,NA,NA,NA
2013-10-20,"western kentucky","troy","9",2013-10-26,"Sat","32","26",NA,NA,NA,NA,NA,NA
2013-10-20,"wyoming","san jose state","9",2013-10-26,"Sat","51","44",NA,NA,NA,NA,NA,NA
2013-10-27,"alabama state","kentucky","10",2013-11-02,"Sat","48","14",NA,NA,NA,NA,NA,NA
2013-10-27,"alabama-birmingham","middle tennessee state","10",2013-11-02,"Sat","24","21",NA,NA,NA,NA,NA,NA
2013-10-27,"arkansas","auburn","10",2013-11-02,"Sat","35","17",11,8,NA,NA,1,1
2013-10-27,"army","air force","10",2013-11-02,"Sat","42","28",NA,NA,NA,NA,NA,NA
2013-10-27,"california","arizona","10",2013-11-02,"Sat","33","28",NA,NA,NA,NA,NA,NA
2013-10-27,"colorado","ucla","10",2013-11-02,"Sat","45","23",19,17,NA,NA,1,1
2013-10-27,"colorado state","boise state","10",2013-11-02,"Sat","42","30",NA,NA,NA,NA,NA,NA
2013-10-27,"eastern michigan","toledo","10",2013-11-02,"Sat","55","16",NA,NA,NA,NA,NA,NA
2013-10-27,"florida","georgia","10",2013-11-02,"Sat","23","20",NA,NA,NA,NA,NA,NA
2013-10-27,"florida international","east carolina","10",2013-11-02,"Sat","34","13",NA,NA,NA,NA,NA,NA
2013-10-27,"georgia state","western kentucky","10",2013-11-02,"Sat","44","28",NA,NA,NA,NA,NA,NA
2013-10-27,"hawaii","utah state","10",2013-11-02,"Sat","47","10",NA,NA,NA,NA,NA,NA
2013-10-27,"idaho","texas state","10",2013-11-02,"Sat","37","21",NA,NA,NA,NA,NA,NA
2013-10-27,"illinois","penn state","10",2013-11-02,"Sat","24","17",NA,NA,NA,NA,NA,NA
2013-10-27,"indiana","minnesota","10",2013-11-02,"Sat","42","39",NA,NA,NA,NA,NA,NA
2013-10-27,"iowa","wisconsin","10",2013-11-02,"Sat","28","9",23,22,NA,NA,1,1
2013-10-27,"iowa state","kansas state","10",2013-11-02,"Sat","41","7",NA,NA,NA,NA,NA,NA
2013-10-27,"kansas","texas","10",2013-11-02,"Sat","35","13",NA,NA,NA,NA,NA,NA
2013-10-27,"kent state","akron","10",2013-11-02,"Sat","16","7",NA,NA,NA,NA,NA,NA
2013-10-27,"massachusetts","northern illinois","10",2013-11-02,"Sat","63","19",20,21,NA,NA,1,1
2013-10-27,"memphis","cincinnati","10",2013-10-30,"Wed","34","21",NA,NA,NA,NA,NA,NA
2013-10-27,"miami (fl)","florida state","10",2013-11-02,"Sat","41","14",3,3,7,7,1,1
2013-10-27,"michigan","michigan state","10",2013-11-02,"Sat","29","6",24,24,21,23,0,0
2013-10-27,"mississippi state","south carolina","10",2013-11-02,"Sat","34","16",16,14,NA,NA,1,1
2013-10-27,"navy","notre dame","10",2013-11-02,"Sat","38","34",25,NA,NA,NA,1,NA
2013-10-27,"nevada","fresno state","10",2013-11-02,"Sat","41","23",18,16,NA,NA,1,1
2013-10-27,"nevada-las vegas","san jose state","10",2013-11-02,"Sat","34","24",NA,NA,NA,NA,NA,NA
2013-10-27,"new mexico","san diego state","10",2013-11-02,"Sat","35","30",NA,NA,NA,NA,NA,NA
2013-10-27,"new mexico state","louisiana","10",2013-11-02,"Sat","49","35",NA,NA,NA,NA,NA,NA
2013-10-27,"north carolina state","north carolina","10",2013-11-02,"Sat","27","19",NA,NA,NA,NA,NA,NA
2013-10-27,"northwestern","nebraska","10",2013-11-02,"Sat","27","24",NA,NA,NA,NA,NA,NA
2013-10-27,"oregon state","southern california","10",2013-11-01,"Fri","31","14",NA,NA,NA,NA,NA,NA
2013-10-27,"pittsburgh","georgia tech","10",2013-11-02,"Sat","21","10",NA,NA,NA,NA,NA,NA
2013-10-27,"purdue","ohio state","10",2013-11-02,"Sat","56","0",4,4,NA,NA,1,1
2013-10-27,"rice","north texas","10",2013-10-31,"Thu","28","16",NA,NA,NA,NA,NA,NA
2013-10-27,"south alabama","arkansas state","10",2013-11-02,"Sat","17","16",NA,NA,NA,NA,NA,NA
2013-10-27,"south florida","houston","10",2013-10-31,"Thu","35","23",NA,NA,NA,NA,NA,NA
2013-10-27,"southern mississippi","marshall","10",2013-11-02,"Sat","61","13",NA,NA,NA,NA,NA,NA
2013-10-27,"temple","rutgers","10",2013-11-02,"Sat","23","20",NA,NA,NA,NA,NA,NA
2013-10-27,"tennessee","missouri","10",2013-11-02,"Sat","31","3",10,10,NA,NA,1,1
2013-10-27,"texas christian","west virginia","10",2013-11-02,"Sat","30","27",NA,NA,NA,NA,NA,NA
2013-10-27,"texas tech","oklahoma state","10",2013-11-02,"Sat","52","34",12,18,14,15,1,0
2013-10-27,"texas-el paso","texas a&m","10",2013-11-02,"Sat","57","7",14,12,NA,NA,1,1
2013-10-27,"troy","louisiana-monroe","10",2013-10-31,"Thu","49","37",NA,NA,NA,NA,NA,NA
2013-10-27,"tulane","florida atlantic","10",2013-11-02,"Sat","34","17",NA,NA,NA,NA,NA,NA
2013-10-27,"tulsa","texas-san antonio","10",2013-11-02,"Sat","34","15",NA,NA,NA,NA,NA,NA
2013-10-27,"virginia","clemson","10",2013-11-02,"Sat","59","10",8,9,NA,NA,1,1
2013-10-27,"virginia tech","boston college","10",2013-11-02,"Sat","34","27",NA,NA,NA,NA,NA,NA
2013-10-27,"wake forest","syracuse","10",2013-11-02,"Sat","13","0",NA,NA,NA,NA,NA,NA
2013-10-27,"washington state","arizona state","10",2013-10-31,"Thu","55","21",25,25,NA,NA,1,1
2013-11-03,"air force","new mexico","11",2013-11-08,"Fri","45","37",NA,NA,NA,NA,NA,NA
2013-11-03,"alabama-birmingham","marshall","11",2013-11-09,"Sat","56","14",NA,NA,NA,NA,NA,NA
2013-11-03,"appalachian state","georgia","11",2013-11-09,"Sat","45","6",NA,NA,NA,NA,NA,NA
2013-11-03,"arizona","ucla","11",2013-11-09,"Sat","31","26",18,16,NA,NA,1,1
2013-11-03,"arkansas","mississippi","11",2013-11-09,"Sat","34","24",NA,NA,NA,NA,NA,NA
2013-11-03,"army","western kentucky","11",2013-11-09,"Sat","21","17",NA,NA,NA,NA,NA,NA
2013-11-03,"brigham young","wisconsin","11",2013-11-09,"Sat","27","17",22,21,NA,NA,1,1
2013-11-03,"california","southern california","11",2013-11-09,"Sat","62","28",NA,NA,NA,NA,NA,NA
2013-11-03,"central michigan","ball state","11",2013-11-06,"Wed","44","24",NA,NA,NA,NA,NA,NA
2013-11-03,"colorado","washington","11",2013-11-09,"Sat","59","7",NA,NA,NA,NA,NA,NA
2013-11-03,"connecticut","louisville","11",2013-11-08,"Fri","31","10",16,20,NA,NA,1,1
2013-11-03,"florida","vanderbilt","11",2013-11-09,"Sat","34","17",NA,NA,NA,NA,NA,NA
2013-11-03,"florida international","middle tennessee state","11",2013-11-09,"Sat","48","0",NA,NA,NA,NA,NA,NA
2013-11-03,"hawaii","navy","11",2013-11-09,"Sat","42","28",NA,NA,NA,NA,NA,NA
2013-11-03,"houston","central florida","11",2013-11-09,"Sat","19","14",21,19,NA,NA,1,1
2013-11-03,"idaho","old dominion","11",2013-11-09,"Sat","59","38",NA,NA,NA,NA,NA,NA
2013-11-03,"illinois","indiana","11",2013-11-09,"Sat","52","35",NA,NA,NA,NA,NA,NA
2013-11-03,"iowa state","texas christian","11",2013-11-09,"Sat","21","17",NA,NA,NA,NA,NA,NA
2013-11-03,"kansas","oklahoma state","11",2013-11-09,"Sat","42","6",11,15,NA,NA,1,1
2013-11-03,"kentucky","missouri","11",2013-11-09,"Sat","48","17",9,9,NA,NA,1,1
2013-11-03,"louisiana state","alabama","11",2013-11-09,"Sat","38","17",1,1,12,10,1,1
2013-11-03,"louisiana-monroe","arkansas state","11",2013-11-09,"Sat","42","14",NA,NA,NA,NA,NA,NA
2013-11-03,"maryland","syracuse","11",2013-11-09,"Sat","20","3",NA,NA,NA,NA,NA,NA
2013-11-03,"miami (fl)","virginia tech","11",2013-11-09,"Sat","42","24",NA,NA,13,14,0,0
2013-11-03,"miami (oh)","bowling green state","11",2013-11-05,"Tue","45","3",NA,NA,NA,NA,NA,NA
2013-11-03,"michigan","nebraska","11",2013-11-09,"Sat","17","13",NA,NA,NA,NA,NA,NA
2013-11-03,"mississippi state","texas a&m","11",2013-11-09,"Sat","51","41",13,11,NA,NA,1,1
2013-11-03,"nevada","colorado state","11",2013-11-09,"Sat","38","17",NA,NA,NA,NA,NA,NA
2013-11-03,"nevada-las vegas","utah state","11",2013-11-09,"Sat","28","24",NA,NA,NA,NA,NA,NA
2013-11-03,"new mexico state","boston college","11",2013-11-09,"Sat","48","34",NA,NA,NA,NA,NA,NA
2013-11-03,"north carolina state","duke","11",2013-11-09,"Sat","38","20",NA,NA,NA,NA,NA,NA
2013-11-03,"notre dame","pittsburgh","11",2013-11-09,"Sat","28","21",NA,NA,25,24,0,0
2013-11-03,"ohio","buffalo","11",2013-11-05,"Tue","30","3",NA,NA,NA,NA,NA,NA
2013-11-03,"oklahoma","baylor","11",2013-11-07,"Thu","41","12",5,5,10,12,1,1
2013-11-03,"oregon","stanford","11",2013-11-07,"Thu","26","20",6,6,2,2,0,0
2013-11-03,"penn state","minnesota","11",2013-11-09,"Sat","24","10",NA,NA,NA,NA,NA,NA
2013-11-03,"purdue","iowa","11",2013-11-09,"Sat","38","14",NA,NA,NA,NA,NA,NA
2013-11-03,"san jose state","san diego state","11",2013-11-09,"Sat","34","30",NA,NA,NA,NA,NA,NA
2013-11-03,"southern methodist","cincinnati","11",2013-11-09,"Sat","28","25",NA,NA,NA,NA,NA,NA
2013-11-03,"southern mississippi","louisiana tech","11",2013-11-09,"Sat","36","13",NA,NA,NA,NA,NA,NA
2013-11-03,"tennessee","auburn","11",2013-11-09,"Sat","55","23",9,7,NA,NA,1,1
2013-11-03,"tennessee-martin","memphis","11",2013-11-09,"Sat","21","6",NA,NA,NA,NA,NA,NA
2013-11-03,"texas tech","kansas state","11",2013-11-09,"Sat","49","26",NA,NA,23,25,0,0
2013-11-03,"texas-el paso","north texas","11",2013-11-09,"Sat","41","7",NA,NA,NA,NA,NA,NA
2013-11-03,"troy","louisiana","11",2013-11-07,"Thu","41","36",NA,NA,NA,NA,NA,NA
2013-11-03,"tulane","texas-san antonio","11",2013-11-09,"Sat","10","7",NA,NA,NA,NA,NA,NA
2013-11-03,"tulsa","east carolina","11",2013-11-09,"Sat","58","24",NA,NA,NA,NA,NA,NA
2013-11-03,"utah","arizona state","11",2013-11-09,"Sat","20","19",24,23,NA,NA,1,1
2013-11-03,"virginia","north carolina","11",2013-11-09,"Sat","45","14",NA,NA,NA,NA,NA,NA
2013-11-03,"wake forest","florida state","11",2013-11-09,"Sat","59","3",3,3,NA,NA,1,1
2013-11-03,"west virginia","texas","11",2013-11-09,"Sat","47","40",NA,NA,NA,NA,NA,NA
2013-11-03,"western michigan","eastern michigan","11",2013-11-09,"Sat","35","32",NA,NA,NA,NA,NA,NA
2013-11-03,"wyoming","fresno state","11",2013-11-09,"Sat","48","10",17,17,NA,NA,1,1
2013-11-10,"alabama-birmingham","east carolina","12",2013-11-16,"Sat","63","14",NA,NA,NA,NA,NA,NA
2013-11-10,"arizona","washington state","12",2013-11-16,"Sat","24","17",NA,NA,NA,NA,NA,NA
2013-11-10,"ball state","northern illinois","12",2013-11-13,"Wed","48","27",21,20,NA,NA,1,1
2013-11-10,"buffalo","toledo","12",2013-11-12,"Tue","51","41",NA,NA,NA,NA,NA,NA
2013-11-10,"california","colorado","12",2013-11-16,"Sat","41","24",NA,NA,NA,NA,NA,NA
2013-11-10,"connecticut","southern methodist","12",2013-11-16,"Sat","38","21",NA,NA,NA,NA,NA,NA
2013-11-10,"florida","south carolina","12",2013-11-16,"Sat","19","14",12,11,NA,NA,1,1
2013-11-10,"florida international","texas-el paso","12",2013-11-16,"Sat","33","10",NA,NA,NA,NA,NA,NA
